,after_jieba,label
10,"['网友', '爆料', '9', '10', '日', '下午', '点', '48', '宁波', '妇儿', '医院', '妇女', '及', '一', '婴儿', '住院楼', '跳楼', '抢救无效', '死亡', '公安部门', '现正', '调查', '传', '妇女', '因', '小孩', '病重', '负担', '不起', '昂贵', '医疗费', '带', '仅', '四个', '宝宝', '楼', '跳楼', '同胞', '妇女儿童', '利益', '无法', '保障', '，', '却', '叫嚣', '用', '核弹', '保卫', '钓鱼岛', '的', '，', '疯', '吗', '\u200b']",0
11,"['一群', '畜生', '竟然', '吃', '婴儿', '这是', '怎样', '人吃人', '社会', '我', '诅咒', '你们', '全家', '不得好死', '怒', '怒', '[', '怒骂', '[', '怒骂', '，', '你们', '下辈子', '变猪', '变鸡', '们', '吃掉', '愿', '孩子', '们', '天堂', '幸福快乐', '[', '蜡烛', '[', '蜡烛', '[', '蜡烛', '[', '蜡烛', ' ']",0
12,"['摸', '奶节', '云南', '双柏县', '鄂家镇', '彝族', '传统', '文化', '农历', '7', '14', '、', '15', '-', '16', '三天', '包括', '外来', '游人', '如果', '街上', '遇见', '喜欢', '女子', '都', '摸', '一摸', '女子', '胸', '姑娘', '们', '表面', '躲躲闪闪', '但', '决无', '责怪', '之意', '因为', '这是', '这个', '地区', '百姓', '延续', '1000', '多年', '风俗', '小伙', '以摸', '奶为', '吉祥', '姑娘', '以', '摸', '奶为', '幸运', '祝福']",0
13,"['今天', '小', '日本', '通过', '钓鱼岛', '国有化', '无视', '主权', '当初', '人', '拍', '《', '金陵', '十三', '钗', '在', '小鬼子', '票房', '零', '小', '日本', '拍', '《', '贞子', '3D', '于', '9', '12', '在', '大陆', '映', '而', '9', '12', '既', '南京大屠杀', '纪念日', '又', '国难日', '勿忘', '国耻', '作为', '人', '敢不敢', '《', '贞子', '3D', ' ', '9', '12', '票房', '零', '朋友', '们', ' ', '抵制', '日货', '请', '转发', '！']",0
14,"['恶搞', '三星', '赔', '苹果', '亿美元', '全都', '硬币', '】', '今天上午', '30', '辆', '装满', '美分', '硬币', '卡车', '停', '了', '加利福尼亚州', '苹果公司', '总部', '随后', '蒂姆', '·', '库克', '收到', '来自', '三星', 'CEO', '电话', '电话', '解释', '道', '将要', '支付', '美国苹果公司', '10', '亿美元', '罚款', '慢慢', '运吧', '希望', '这', '周内', '运完', '所有', '罚款', '大概', '200', '亿个', '硬币', '..']",0
15,"['复旦大学', '投毒', '事件', '故事', '应该', '这样', '：', '投毒', '嫌疑人', '林森', '浩', '本意', '并', '不是', '毒杀', '黄洋', '而是', '同舍', '另一人', '姜成', '曾', '于', '2012', '在', '百度', '注册', '名为', '诛', '姜成', '并提', '很多', '关于', '有毒', '化合物', '问题', '他', '本意', '应该', '并非', '直接', '投毒', '致命', '而是', '小剂量', '缓慢', '让', '他', '中毒', '最终', '致死', '却不曾', '想', '放错', '剂量', '并', '误杀', '黄洋', '，', '最终', '造成', '惨剧']",0
16,"['曾经', '震惊', '一时', '猪', '据说', '现在', '活着', '。', ':', '/', '.', '/', 'zYGzGRK', ' ', ' ', ' ', '威武', '发生', '世界各地', '震惊', '事件', '颠覆', '的', '三观', '！', '！', '欢迎', '关注', '！', '！', '只', '震惊']",0
17,"['【', '严正', '抗议', '联合国', '造谣', '近日', '联合国', '首次', '公布', '全球', '幸福', '指数', '报告', '被', '调查', '156', '国家', '北欧国家', '丹麦', '芬兰', '挪威', '分列', '前', '三', '，', '被', '认为', '世界', '最', '幸福', '国家', '伟大', '复兴', '之路', '已', '走', '62%', '中国', '排名', '112', '位', '再', '看看', '我们', '排名', '左邻右舍', '顿时', '，', '我', '感觉', '像', '一只', '长满', '毛', '猴子', '原始森林', '里', '觅食']",0
18,"['中国', '云南', '双柏县', '鄂家镇', '彝族', '传统', '文化', '庆典', '节日', '时间', '每年', '阴历', '7', '14', '15', '16', '三天', '摸', '奶节', '期间', '男人', '以摸', '奶为', '吉祥', '女子', '们', '以', '摸', '奶为', '吉利', '节日', '起源于', '隋朝', '年间', '在', '“', '摸', '奶节', '三天', '以内', '只要', '参加', '节日', '的', '人', '可以', '摸']",0
19,"['一时', '快活', '贪官', '董建柱', '从', '8', '楼女', '部下', '家', '裸体', '逃跑', '图', ' ', ' ', '一时', '快活', '河北省', '审计', '厅', '厅长', '助理', '董建柱', '跟', '女', '部下', '偷欢', '被', '女', '部下', '爱人', '堵', '门外', '情急之下', '不得不', '从', '8', '楼女', '部下', '家', '窗户', '爬', '出', '裸体', '逃跑', '见图', ' ', ':', '/', '.', '/', 'zYb7OMO']",0
20,"['人', '拍', '《', '金陵', '十三', '钗', '小鬼子', '票房', '零', '小', '日本', '拍', '《', '贞子', '3D', '于', '9', '12', '在', '大陆', '上映', '而', '9', '12', '既', '南京大屠杀', '纪念日', '又', '国难日', '勿忘', '国耻', '！', '作为', '人', '敢不敢', '贞子', '3D', '9', '12', '票房', '零', '们', ' ', '拿', '起', '的', '鼠标', ' ', '复制', '然后', '粘贴', '一下']",0
21,"['很', '可能', '知道', '加油', '员', '这个', '小动作', '，', '有车', '朋友', '注意', '啦']",0
22,"['十万火急', '-', '-', '谁', '群多', '请', '帮忙', '一下', '一个', '重庆', '打工者', '22', '叫', '骆婕', '不', '知道', '什么', '地方', '请', '速回', '重庆', '万州', '直接', '三峡', '中心医院', '家中', '失火', '父母双亡', '弟弟', '伤势', '严重', '，', '想见', '最后', '一面', '舅舅', '18716501803', '—', '爱心', '接力', '这个', '不转', '对不起', '的', '良心', '（', '重庆市', '万州区', '柱', '山镇', '党委', '罗于', '平托', '谢谢']",0
23,"['🐵', '北京', '时间', '月', '12', '消息', '在', '83', '版', '西游记', '中', '扮演', '孙悟空', '演员', '六小龄童', '章金莱', '月', '12', '早上', '八点半', '病逝', '于', '浙江', '绍兴', '慈济', '医院', '大哭', '享年', '53', '。', '童年', '带去', '无数', '欢乐', '如果', '你', '觉得', '他', '是', '无可', '超越', '经典', '，', '请', '默默', '转发', '，', '让', '更', '人', '祝愿', '猴哥', '·', '一路', '走', '！', '🐒']",0
24,"['刘翔', '手术', '曝光', '啥', '不', '了']",0
25,"['☆', '紧急通知', ' ', ' ', ' ', '刚刚', '电视新闻', '己', '播出', '暂时', '别', '吃', '牛肉', '猪肉', '羊肉', '鸡肉', '鸭肉', '或', '肉制品', '因', '辽宁', '杭州', '5570', '头', '家禽', '感染', '炭疽', '杆菌', '杭州', '刚开', '完', '紧急会议', '尽量', '通知', '亲朋好友', '收到', '请', '转', ' ', ' ', '！', '！', ' ', ' ']",0
26,"['反日', '不要', '坑', '同胞', '据', '重庆', '商报', '网友', '重庆', '莫若', '说', '他', '日产', '越野车', '停', '沙坪坝', '爱国', '青年', '""', '下', '螺丝', '比', '砸车', '吓人', '""', '这些', '疯狂', '愚蠢', '傻货', '要是', '车主', '个', '毫无', '经验', '新手', '未能', '及时发现', '咋办', '?', '可', '真的', '要人命', '!', '!', '""', '不仅', '车主', '遭殃', '路人', '会', '遭殃', ' ', '魔', '人民', '注意', '我们', '各自', '抵制', '义务', '但', '彼此', '损坏', '权利']",0
27,"['怎么', '鉴定', '地沟油', '炒菜', '时放', '一颗', '剥皮', '蒜头', '(', '蒜子', ')', '蒜子', '黄曲霉素', '敏感', '如果', '蒜子', '变', '红色', '地沟油', '含有', '大量', '黄曲霉素', '把', '家里', '油', '放到', '冰箱', '里', '个', '小时', '如果', '出现', '白色', '泡沫', '一样', '那', '地沟油', '请', '发出', '的', '爱心', '转给', '身边', '滴', '吧', ' ', ' ']",0
28,"['切記', '別亂', '溝女', '..', '恐怖', '恐怖', '吃惊', '～', '四眼', '妹', 'Ade', '投稿', '【', '更', '情侣', '事', '推荐', '关注', '粤语', '情感', '线']",0
29,"['男孩', '遭', '逼供', '被迫', '认罪', '入狱', '20', '[', '震惊', '】', '据', '福克斯', '新闻网', '1995', '16', '的', '黑人', '男孩', '丹尼尔', '在', '杀人案', '中遭', '刑讯逼供', '警察', '威胁', '若', '认罪', '强奸', '被迫', '认罪', '被判', '终身', '监禁', '如今', '36', '的', '迎来', '重审', '目前', '已获', '保释', '等待', '检方', '继续', '起诉', '还是', '放弃', '指控', '母亲', '，', '因', '贫困', '，', '一直', '没', '钱', '上诉', '，', '多亏', '好心人', '资助', '。']",0
30,"['日本', '电影', '贞子', '3', 'D版', '在', '九月', '十二日', '上映', '作为', '虽然', '不能', '前线', '抢回', '钓鱼岛', '但是', '可以', '从', '做起', '抵制', '日货', '!', '!', '包括', '日本', '电影', '生病', ' ', '从我做起', '，', '拒绝', '观看', '贞子', '赞', '各位', '中国', '人', '扩散', ' ', '[', '转发', ' ']",0
31,"['吃', '榴莲', '喝', '可口可乐', '毒过', '眼镜蛇', ' ', '一', '游客', '客死', '泰国', '异乡', ' ', '一位', '游客', '泰国', '旅游', '时候', '吃', '很多', '榴莲', '之后', '喝', '可乐', '致', '咖啡因', '中毒', '血压', '飙升', '结果', '引发', '心脏病', '猝死', '年仅', '28', '泰国', '明确规定', '，', '食用', '大量', '榴莲', '，', '8', '小时', '之内', '不能', '喝', '可口可乐', ' ', '圈里', '榴莲', '朋友', '很多', '，', '转发', '提醒', '一下', ' ', '所有人', '知道']",0
32,"['王文刚', '19', '陕西省', '蒲城县', '蒲城', '中学', '学生', '今年', '高考', '565', '因县', '招办', '失职', '志愿', '申请', '锁', '柜子', '忘', '提交', '造成', '任何', '大学', '上', '不成', '陕西省', '高招办', '回应', '此事', '不予', '处理', '王文刚', '农村', '，', '为供', '其', '上学', '妹妹', '辍学', '打工', '，', '父亲', '打工', '摔断了腿', '你', '一次', '也许', '能', '帮', '他', '改变命运', '试试', '能否', '创造', '奇', '。']",0
33,"['地震', '温情', ' ', '感动', '被', '萌翻', '地震', '发生', '，', '一只', '害怕', '熊猫', '死死地', '抱住', '警察', '叔叔', '腿']",0
34,"['换', '国籍', '换', '角度', '杨澜', '终于', '承认', '美国', '籍', '身份', '她', '：', '虽然', '我入', '美国', '籍', '但', '出身', '于', '所以', '从', '原产地', '角度', '而言', '，', '我', '出席', '美国', '两会', '出席', '两会', '天经地义', '的', '天涯社区', '等', '了', '《', '深圳', '论坛', '这一', '消息', '。', 'http', 't', 'cn', 'zWB91AY', 'http', 't', 'cn', 'zWB91Aj', 'http', '/', '/', 't', 'cn', '/', 'zWB91AT']",0
35,"['真的', '开打', '。']",0
36,"['昨天', '某', '酒吧', '一黑', 'E', '牌照', '白色', '保时捷', '下来', '个人', '进入', '该', '酒吧', '将', '帅气', '男子', '当场', '阉割', '场面', '惨烈', '....', 'ps', '看', '你们', '男人', '还乱', '上床', '么', '自作自受', '吧', '割', '个', '措手不及']",0
37,"['震惊', '北大学生', '强奸', '母猪', '】', '壳', '粉', '爆料', ' ', '江苏籍', '北大学生', '小马', '爆料', '前段时间', '跟', '同学', '张某', '回老家', '安徽', '游玩', '结果', '张某', '居然', '用', '手机', '拍', '强奸', '母猪', '张某', '一边', '圈里', '母猪', '实施', '奸淫', '一边', '他', '帮忙', '拍', '下', '照片', '作', '纪念', '待', '张', '某', '发泄', '完毕', '还要', '拉', '他', '也', '试试', '”', '微评', '国内', '最高', '学府', '竟有', '如此', '学生', '佩服', '[', 'good', '[', 'good']",0
38,"['紧急', '发布', '[', '话筒', ' ', '刚', '收到', '家长', '私信', '“', '实在', '没', '粉丝', '请', '各位', '名人', '好心人', '帮忙', '一下', '刘皓曦', '男', '三岁', '个', '9', '1', '号', '陕西', '渭南', '北关', '村', '拐', '家里', '非常', '着急', '求', '把', '照片', '转下去', '发现', '线索', '马上', '爸', '刘成', '恩', '18691963447', '联系', '10', '万寻子', '你', '每', '一次', '都', '可能', '带给', '他', '一次', '希望', '举手之劳', '，', '好人', '好', '报']",0
39,"['@', '哼', '看', '眼神', '《', '一场', '设在', '大街', '简朴', '婚礼', ' ', '主人', '作为', '某乡', '的', '乡长', '由衷', '地', '感叹', '“', '党', '没有', '的', '幸福生活', '社会主义', '社会主义', '先进', '！', '”', '本人', '由衷', '地', '感叹', '一年', '天朝', '乡', '十万', '血花', '银']",0
40,"['恐怖', '骗局', '网友', 'happy', '张江', '昨天', '发', '一条', '关于', '骗局', '微博', '原文', '看', '我', '汗毛', '竖起', '现在', '有点', '怕', '转给', '身边', '盆友', '并且', '一定', '认真', '读完', '否则', '真', '遇到', '来', '急', '了', '！', '！', '！', '转', '[', '话筒']",0
41,"['蜡烛', '[', '蜡烛', '【', '万源', '城管', '打死', '卖', '蘑菇', '学生', '千人', '聚集', '市委', '追', '讨公道', '昨天早上', '达州', '万源市', '城管', '暴力', '执法', '打死', '卖', '蘑菇', '挣', '学费', '穷苦', '学生', '今天上午', '死者', '亲友', '同学', '高举', '天理难容', '横幅', '在', '市委', '门口', '请愿', '要求', '秉公执法', '严惩凶手', '逾千', '市民', '赶来', '声援', '大批', '警察', '武警', '群众', '对峙', '将', '追', '讨公道', '的', '市民', '强行', '驱散']",0
42,"['网上', '看到', '讽刺', '安利', '老板', '死', '！', '才', '56', '吃', '27', '纽崔莱', '安利', '成冠', '3S', '系统', '创始人', '陈观', '田因', '肝癌', '56', '去世', '干', '27', '安利', '吃', '27', '纽崔莱', '安利', '网络', '21', '系统', '创始人', '吉米', '道南', '2013', '8', '13', '去逝', '，', '65', '，', '用', '安利', '产品', '四十三年', '高科技', '萃取', '工艺', '破坏', '天然', '食物', '，', '真的', '不能', '乱', '吃', '保健品']",0
43,"['九一八', '日本', '无时不刻', '还', '在', '做', '的', '大国', '梦', '他们', '像', '野兽', '一样', '渴望', '抢占', '土地', '一直', '虎视眈眈', '对于', '日本', '不能', '放松', '之心', '如果', '今天', '忘记', '也许', '下', '九一八', '我们', '又', '记住', 'http', 't', 'cn', '/', 'zl7uL0n']",0
44,"['1996', '澳大利亚', '悉尼', '一只', '野狗', '水库', '大便', '结果', '当地', '水务局', '鉴定', '水质', '污染', '悉尼', '水业', '电视台', '报社', '打广告', '告诉', '自来水', '污染', '—', '2013', '在', '上海', '几千头', '死', '猪', '出现', '在', '黄浦江', '结果', '当地', '水务局', '宣布', '水质', '问题', '...', 'via', '1', '句', '实话']",0
45,"['浪浪', '真的', '开启', '微博可', '查看', '最近', '访客', '功能', '么', '。', '。', '。', 'via', '丁一晨', 'DYC', ' ', '丁一晨', 'DYC', '丁', '小点', '漫画', '集']",0
46,"['李宁', '家乡', '山东', '一个', '花季', '女', '大学生', '一个', '母亲', '讨公道', '上访', '妹', '最后', '公开', '报道', '‘', '自杀', '’', '于', '当地', '信', 'F', '局', '被', '网传', '疑似', '那个', '‘', '23', '唯一', '保留', '人皮', '人体', '标本', '’', '脸部', '非常', '相似', '并', '网友', '呼吁', '希', '尽快', '还原', '真相', '还', '此', '女', '公道', '不', '知道', '此事', '是否是', '小说', '我', '相信', '国家', '不会', '这种', '万恶', '事情', '。', '\u200b']",0
47,"['猫肉', '违法', '】', '自', '2007', '12', '1', '开始', '执行', '中华人民共和国', '卫生部', '新', '资源', '食品', '管理', '办法', '中猫', '属于', '界定', '第一项', '无', '食用', '习惯', '动物', '猫', '拥有', '被', '食用', '合法', '身份', '只要', '用途', '食用', '猫', '无论', '运输', '还是', '屠宰', '过程', '是', '违法', '，', '拦截', '可', '要求', '价值', '的', '10', '倍', '赔偿', '！', '新', '资源', '食品', '管理', '办法', '全文', '链接', 'http', 't', 'cn', '/', 'zjisXJd']",0
48,"['收徒', '还是', '在', '拍', '黑帮', '大戏', '呢', '？']",0
49,"['国内', '军区', '之', '子女', '纷纷', '定居', '国外', '因', '强奸', '外国', '女人', '被判', '年', '沈阳军区', '副司令', '钟志明', '中将', '儿子', '钟轩宇', '英国', '因', '猥亵罪', '被判', '年', '钟轩宇', '一', '女子', '下药', '强奸', '实施', '猥亵', '英', '警方', '调查过程', '钟志明', '中国', '探测', '受害', '女子', '英国', '地址', '手机号码', '发出', '死亡威胁', '派', '到', '英国', '跟踪', '威胁', '，', '表示', '愿出', '400', '万以', '换取', '女子', '撤案']",0
50,"['小浪', '真的', '开启', '最近', '访客', '功能', '了', '吗', '那', '以后', '怎么', '女友', '前女友', '前', '前女友', '女友', '前男友', '女友', '前男友', '现', '女友', '前女友', '现', '男友', '前', '前女友', '暧昧', '对象', '现', '女友', '勾搭', '对象', '以及', '那些', '讨厌', '讨厌', '人', '以前', '讨厌', '人', '、', '不愿', '关注', '却', '天天', '偷看', '的', '人', '你妹', '你', '告诉', '我', '怎么', '？', '怎', '么', '看', '！', '[', '哼']",0
51,"['拉德', '皮特', '安吉丽娜', '朱莉', '自从', '05', '年演', '史密斯', '夫妇', '里', '那', '特工', '夫妻', '搭上', '今年', '终于', '订婚', '至于', '结婚', '礼物', '嘛', '皮特', '朱莉', '法国', '修', '个', '靶场', '还', '买', '一', '军火库', '枪', '。', '。', '朱莉', '打到', '爽', '作为', '回礼', '嘛', '。', '。', '朱莉', '了', '皮特', '一小', '瓶', '前夫', '血', '。', '。', '两个', '人要', '不要', '这么', '彪悍', ' ', '。', '。', '。', '(', 'via', ' ', '英国', '那些', '事儿', ')']",0
52,"['一定', '不去', '电影院', '大家', '一起', '《', '贞子', '票房', '零', '做', '努力', '人', '拍', '《', '金陵', '十三', '钗', '在', '日本', '小鬼子', '票房', '零', '小', '日本', '拍', '《', '贞子', '3D', '于', '12', '在', '大陆', '上映', '而', '月', '12', '既', '南京大屠杀', '纪念日', '又', '国难日', '勿忘', '国耻', '作为', '人', '敢不敢', '让贞子', '3D', ' ', '5', '月', '12', '票房', '零', ' ', '们', '必须', '转起', '转起', '！', '！']",0
53,"['据', '爆料', '给', '留', '几手', '郑渊洁', '何润东', '等', '每人', '万元', '同一时间', '发微', '博黑', '苹果', '品牌', '某', '公关', '公司', '受雇', '于', '三星', '该', '公司', '相关', '人士', '此前', '上述', '人士', '联系', '询问', '原创', '还是', '写', '微博', '内容', '发给', '他们', '。', '留', '几手', '郑渊洁', '是', '玩', '笔头', '子', '，', '何润东', '胸无点墨', '坑', '爹货', '直接', '私信', '内容', '的', '发布', '时间', '当成', '内容', '发出', '了', '…', '转']",0
54,"['越南', '乳瓜', '越南', '商务部', '发言人', '：', '预计', '越南', '乳瓜', '2013', '将', '全面', '流入', '市场', '流向', '千家万户', '的', '餐桌', '你', '想', '试下', '吃', '么', ' ', '\u200b']",0
55,"['联合国', '公布', '全球', '国民素质', '排行榜', '🍁', '(', '前十名', '国家', ')', '微风', '1', '日本', '美国', '法国', '荷兰', '瑞士', ' ', '加拿大', ' ', '澳大利亚', '8', ' ', '德国', '9', ' ', '俄罗斯', ' ', '新西兰', '🍁', '(', '10', '名', '国家', ')', '微风', '159', '东蒂汶', '160', '斯里兰卡', '161', '墨西哥', '162', '朝鲜', '163', '乌克兰', '164', '泰国', '165', '刚果', '166', '阿富汗', '167', '168', '印度', '🍁', ' ', '备注', ' ', '国民素质', '由', '118', '项', '综合', '指标', '考核', '而來', ' ', ' ', ' ', '\u3000', '\u3000']",0
56,"['和解', '坑', '谁', '】', '消息', '称', '李家', '及其', '4', '名', '嫌疑人', '家长', '经', '女孩', '父母', '长谈', '受害人', '得到', '包括', '落实', '北京', '户口', '工作', '及', '一套', '房产', '补偿', '已', '同意', '撤销', '控诉', '和解', '尽管', '法律', '倡导', '和解', '李案', '和解', '在', '预料中', '但', '一个', '屡教不改', '惯犯', '说', '没', '爹', '摆', '不平', '的', '事', '却', '总归', '不是', '什么', '好事', '我们', '不想', '增加', '仇恨', '撕裂', '社会', '不能', '罩', '你', '儿', '一辈子']",0
57,"['网传', '刘翔', '退赛', '惊人', '内幕', '伦敦', '粗心', '竟令栏', '间距', '增加', '】', '刘翔', '七步', '栏法', '针对', '从', '起跑点', '第一个', '栏杆', '之间', '距离', '13.72', '米', '但是', '这次', '伦敦', '这个', '距离', '增加', '13.85', '米', '这', '不难理解', '刘翔', '第一个', '栏', '踩', '栏', '也', '导致', '同组', '多名', '选手', '踩', '栏', '而', '英国', '选手', '练', '就是', '13.85', '米', '所以', '顺利', '晋级', '关注', '，', '求', '真相', '帝', ' ', '薛', '蛮子']",0
58,"['Wi', 'Fi', '杀', '精于', '无形', '精子', 'DNA', '受损', '严重', '科学研究', '从', '健康', '男子', '收集', '精液', '样本', '把', '其', '放在', '接收', 'Wi', 'Fi', '上网', '计算机', '旁', '小时', '发现', '精液', '竟然', '「', '熟', '」', ' ', '部分', '更', '出现', 'DNA', '受损', '情况', '无线', '上网', '期间', '散发', '电磁辐射', '正是', '「', '杀精', '」', '元凶', ' ', '男士们', '注意', '…', '珍爱', '生命', '远离', 'Wi', 'Fi']",0
59,"['中央电视台', '焦点访谈', '播出', ' ', '可口可乐', '承认', '旗下', '(', '果粒', '橙', ')', '含有', '美国', '禁用', '农药', '「', '多菌灵', '」', '多菌灵', '可致', '脑麻痺', '肝脏', '腫瘤', '等', '癌症', '包括', '香港', '正在', '销售', '（', '果粒', '橙', '香港', '食环署', '正在', '了解', '此', '事件', ' ', '专家', '指出', '（', '多菌灵', '跟', '其他', '农药', '一样', '对', '脑部', '影响', '最大', '可', '引致', '局部麻痹', '并会', '导致', '癌症', ' ', '怒', '请', '走', '，', '让', '更', '人', '知道']",0
60,"['律师', '称', '李', '天一', '第一个', '女子', '发生', '关系', '不', '构成', '轮奸', '李', '双江', '之子', '李', '天一', '涉嫌', '强奸罪', '于', '日', '批捕', '76', '律师团', '领队', '法律', '大学', '副校长', '张', '爱国', '教授', '媒体', '表示', '李因', '第一个', '被害', '女子', '发生', '性关系', '不', '构成', '轮奸', '罪', '只', '判罚', '较轻', '强奸罪', '批捕', 'ps', '尼玛', '这个', '故事', '告诉', '，', '为什么', '从小', '力争', '第一', '\u200b']",0
61,"['吃', '榴莲', '喝', '可口可乐', '毒过', '眼镜蛇', ' ', '一', '游客', '客死', '泰国', '异乡', ' ', '一位', '游客', '泰国', '旅游', '时候', '吃', '很多', '榴莲', '之后', '喝', '可乐', '致', '咖啡因', '中毒', '血压', '飙升', '结果', '引发', '心脏病', '猝死', '年仅', '28', '泰国', '明确规定', '，', '食用', '大量', '榴莲', '，', '8', '小时', '之内', '不能', '喝', '可口可乐', ' ', '圈里', '榴莲', '朋友', '很多', '，', '转发', '下', ' ', '所有人', '知道', '（', '）']",0
62,"['帮忙', '接力', '下', '陈女士', '18', '附近', '捡', '一个', '叫', '李亚成', '高考', '准考证', '望', '李亚成', '看到', '与', '陈女士', '联系', '联系电话', '13453112081', ' ', '大家', '帮忙', '起来', '高考', '临近', '希望', '能', '顺利', '参加', '高考']",0
63,"['新闻联播', '火车', '盒饭', '只要', '元', ' ', '吃', '过', '吗', '】', '新闻联播', '记者', '亲身', '登上', '火车', '报道', '火车', '东西', '一点', '不贵', '网友', '吐槽', '央视', '记者', '怎么', '买', '火车票', '、', '“', '不能', '别逗', '元太能', '扯', '！', '便宜', '矿泉水', '要', '五块', '以上', '还', '能', '买', '盒饭', '？', '播', '新闻联播', '的', '人', '难道', '没', '做', '过', '火车', '？', 'PS', '继', '幸福', '吗', '央视', '一大', '亮点', '[', '汗']",0
64,"['特供', '黄果树', '瀑布', '领导', '一来', '开闸放水', '中国', '最大', '瀑布', '—', '黄果树', '瀑布', '早就', '多少', '水', '只要', '大', '领导', '一来', '瀑布', '还是', '气势磅礴', '原来', '上面', '水库', '可以', '开闸放水', '这年头', '，', '竟然', '连', '风景', '有', '特供', 'by', '凯迪', '猫眼', '看人']",0
65,"['牙膏', '底部', '短线', '绿色', '天然', '蓝色', '天然', '加', '药物', '红色', '药物', '家', '化学', '黑色', '纯', '化学', '。', '童鞋', '们', '今后', '购买', '记得', '～', '围观']",0
